pair_id,para_id,sent_id,complex,label,simple,simp_sent_id,doc_pos,doc_quint,doc_len
CD009102,2,5,"Resuscitation with a nasal interface may reduce the rate of intubation in the DR, but the evidence is very uncertain (RR 0.68, 95% CI 0.54 to 0.85; 5 studies, 1406 infants; very low-certainty evidence).",rephrase,"['It may reduce the number of newborn babies who are intubated in the delivery room, but the evidence is very uncertain.']",4,0.46153846153846156,3,13
CD009102,2,6,"The evidence is very uncertain for the rate of intubation within 24 hours of birth (RR 0.97, 95% CI 0.85 to 1.09; 3 studies, 749 infants; very low-certainty evidence), endotracheal intubation outside the DR during hospitalisation (RR 1.15, 95% CI 0.93 to 1.42; 1 study, 144 infants; very low-certainty evidence) and cranial ultrasound abnormalities (intraventricular haemorrhage (IVH) grade ≥ 3, or periventricular leukomalacia; RR 0.94, 95% CI 0.55 to 1.61; 3 studies, 749 infants; very low-certainty evidence).",rephrase,"['The evidence is very uncertain about the effect of giving breathing support with a nasal interface on the rate of intubation within 24 hours of birth; the rate of intubation during hospitalisation, once they leave the delivery room; or bleeding inside the brain.']",5,0.5384615384615384,3,13
CD009102,2,7,"Resuscitation with a nasal interface in the DR, compared with a face mask, may have little to no effect on the incidence of air leaks (RR 1.09, 95% CI 0.85 to 1.09; 2 studies, 507 infants; low-certainty evidence), or the need for supplemental oxygen at 36 weeks' corrected gestational age (RR 1.06, 95% CI 0.8 to 1.40; 2 studies, 507 infants; low-certainty evidence).",rephrase,"['Using a nasal interface may have little to no effect on the rate of lung complications (e.g. chronic lung disease, or air leaks).']",6,0.6153846153846154,4,13
CD009102,3,8,"We identified one ongoing study, which compares a nasal mask to a face mask to deliver PPV to infants in the DR. We did not identify any completed trials that compared nasal interfaces to LMAs or one nasal interface to another.",rephrase,['We found one ongoing study comparing a nasal mask to a face mask to give breathing support to babies in the delivery room.'],7,0.6923076923076923,4,13
CD009102,4,9,"Nasal interfaces were found to offer comparable efficacy to face masks (low- to very low-certainty evidence), supporting resuscitation guidelines that state that nasal interfaces are a comparable alternative to face masks for providing respiratory support in the DR.
Resuscitation with a nasal interface may reduce the rate of intubation in the DR when compared with a face mask.",delete,[],8,0.7692307692307693,4,13
CD009102,4,10,"However, the evidence is very uncertain.",rephrase,"['As a result, we have little confidence in the evidence and the results of this outcome should be interpreted with caution.']",8,0.8461538461538461,5,13
CD009102,4,11,This uncertainty is attributed to the use of a new ventilation system in the nasal interface group in two of the five trials.,rephrase,['It is not clear if the effect on intubation rates in the delivery room is due to the nasal interface or a new breathing system that was used in two of the five studies included in our analysis.'],9,0.9230769230769231,5,13
CD009102,4,12,"As such, it is not possible to differentiate separate, specific effects related to the ventilation device or to the interface in these studies.",delete,[],10,1.0,5,13
CD011922,0,0,We included one randomized controlled trial (RCT) on pharmacological interventions; the trial included 95 participants.,rephrase,['We included and analyzed one randomized controlled trial (a clinical study where people are randomly put into one or two (or more) treatment groups) with 95 participants.'],0,0.1111111111111111,1,9
CD011922,0,1,No studies were found for non-pharmacological interventions.,delete,[],1,0.2222222222222222,2,9
CD011922,0,2,"Concerning the proportion of participants with seizure freedom, no significant differences were found for the comparisons of levetiracetam versus lamotrigine (RR) 1.20, 95% CI 0.53 to 2.71; 67 participants; very low-certainty evidence), levetiracetam versus phenobarbital (RR 1.01, 95% CI 0.47 to 2.19; 66 participants; very low-certainty evidence), or lamotrigine versus phenobarbital (RR 0.84, 95% CI 0.35 to 2.02; 57 participants; very low-certainty evidence).",rephrase,"['Concerning the proportion of participants with freedom from seizures, no significant differences were found between the antiepileptic drugs (levetiracetam versus lamotrigine, levetiracetam versus phenobarbital, and lamotrigine versus phenobarbital).']",1,0.3333333333333333,2,9
CD011922,0,3,"It seemed that levetiracetam could improve cognition and lamotrigine could relieve depression, while phenobarbital and lamotrigine could worsen cognition, and levetiracetam and phenobarbital could worsen mood.",ignore,"['It seemed that levetiracetam could improve cognition (thinking) and lamotrigine could relieve depression, while phenobarbital and lamotrigine could worsen cognition, and levetiracetam and phenobarbital could worsen mood.']",2,0.4444444444444444,3,9
CD011922,0,4,"The risk of bias relating to allocation, blinding and selective reporting was unclear.",delete,[],3,0.5555555555555556,3,9
CD011922,0,5,We judged the certainty of the evidence for all outcomes to be very low.,split,"['The certainty of the evidence for all the outcomes from the study were very low.', 'This means that we are very uncertain about the results and they should be interpreted with caution.']",3,0.6666666666666666,4,9
CD011922,1,6,"This review does not provide sufficient evidence to support levetiracetam, phenobarbital or lamotrigine for the treatment of epilepsy in people with Alzheimer's disease.",delete,[],5,0.7777777777777778,4,9
CD011922,1,7,"Regarding efficacy and tolerability, no significant differences were found between levetiracetam, phenobarbital and lamotrigine.",delete,[],5,0.8888888888888888,5,9
CD011922,2,8,"Large RCTs with a double-blind, parallel-group design are required to determine the efficacy and tolerability of treatment for epilepsy in people with Alzheimer's disease.",rephrase,"[""Large randomized controlled trials are required to determine how effective and well tolerated treatments are for epilepsy in people with Alzheimer's disease.""]",5,1.0,5,9
CD012318,0,0,"We identified 31 studies (44 reports) including 27,071 participants and two ongoing studies.",split,"['Our search yielded 31 eligible studies comparing the transradial approach to the transfemoral approach in people undergoing diagnostic or therapeutic (or both) coronary catheterisation procedures in different settings, whether urgent (during heart attacks (myocardial infarctions)) or elective (planned procedure).', 'We also identified two ongoing studies.']",0,0.14285714285714285,1,7
CD012318,0,1,The risk of bias in the studies was low or unclear for several domains.,delete,[],2,0.2857142857142857,2,7
CD012318,0,2,"Compared to the transfemoral approach, the transradial approach reduced short-term net adverse clinical events (NACE) (i.e. assessed during hospitalisation and up to 30 days of follow-up) (RR 0.76, 95% CI 0.61 to 0.94; 17,133 participants; 4 studies; moderate quality evidence), cardiac death (RR 0.69, 95% CI 0.54 to 0.88; 11,170 participants; 11 studies; moderate quality evidence).",rephrase,"['We rated short-term NACE, cardiac death, and success of the procedure as moderate quality evidence.']",2,0.42857142857142855,3,7
CD012318,0,3,"However, short-term myocardial infarction was similar between both groups (RR 0.91, 95% CI 0.81 to 1.02; 19,430 participants; 11 studies; high quality evidence).",rephrase,"['When assessing individual outcomes, the risk of myocardial infarction and stroke was similar between groups.']",3,0.5714285714285714,3,7
CD012318,0,4,"The transradial approach had a lower procedural success rate (RR 0.97, 95% CI 0.96 to 0.98; 25,920 participants; 28 studies; moderate quality evidence), but was associated with a lower risk of all-cause mortality (RR 0.77, 95% CI 0.62 to 0.95; 18,955 participants; 10 studies; high quality evidence), bleeding (RR 0.54, 95% CI 0.40 to 0.74; 23,043 participants; 20 studies; low quality evidence), and access site complications (RR 0.36, 95% CI 0.22 to 0.59; 16,112 participants; 24 studies; low quality evidence).",delete,[],4,0.7142857142857143,4,7
CD012318,1,5,"Transradial approach for diagnostic CA or PCI (or both) in CAD may reduce short-term NACE, cardiac death, all-cause mortality, bleeding, and access site complications.",rephrase,"['Transradial access reduced death from cardiac causes, death from all causes during the first 30 days following intervention, bleeding, and local complications at the access site.']",4,0.8571428571428571,5,7
CD012318,1,6,There is insufficient evidence regarding the long-term clinical outcomes (i.e. beyond 30 days of follow-up).,delete,[],5,1.0,5,7
CD010850,0,0,We included three studies (179 participants) comparing LESS-DN with laparoscopic donor nephrectomy.,rephrase,['We searched to literature up to January 2016 and found three studies (reported in 5 publications that involved 179 participants) that compared these two types of kidney donor surgeries.'],0,0.14285714285714285,1,7
CD010850,0,1,"There were no significant differences between LESS-DN and laparoscopic donor nephrectomy for mean operative time (2 studies, 79 participants: MD 6.36 min, 95% CI -11.85 to 24.57), intra-operative blood loss (2 studies, 79 participants: MD -8.31 mL, 95% CI -23.70 to 7.09), or complication rates (3 studies, 179 participants: RD 0.05, 95% CI -0.04 to 0.14).",delete,[],1,0.2857142857142857,2,7
CD010850,0,2,"Pain scores at discharge were significantly less in the LESS-DN group (2 studies, 79 participants: MD -1.19, 95% CI -2.17 to -0.21).",rephrase,"['LESS-DN was found to be as safe as standard keyhole surgical techniques; pain at discharge was significantly less with LESS-DN, however there were no other discernible benefits over the standard technique.']",1,0.42857142857142855,3,7
CD010850,0,3,For all other outcomes (length of hospital stay; length of time to return to normal activities; blood transfusions; conversion to another form of surgery; warm ischaemia time; total analgesic requirement; graft loss) there were no significant differences observed.,delete,[],2,0.5714285714285714,3,7
CD010850,1,4,"Although risk of bias was assessed as low overall, one study was assessed at high risk of attrition bias.",rephrase,"['Overall, we found there was a low risk of bias for all studies; however, funding sources were not reported in two or three studies, and there was high risk of attrition bias in one study.']",2,0.7142857142857143,4,7
CD010850,2,5,Given the small number and size of included studies it is uncertain whether LESS-DN is better than laparoscopic donor nephrectomy.,rephrase,['The small number of studies with few participants eligible for inclusion indicates a need for future research in this area.'],3,0.8571428571428571,5,7
CD010850,2,6,Well designed and adequately powered RCTs are needed to better define the role of LESS-DN as a minimally invasive option for kidney donor surgery.,delete,[],4,1.0,5,7
CD005129,0,0,Thirty seven studies (2185 participants) were included in this review.,rephrase,['Thirty seven studies (2185 participants) were identified.'],0,0.16666666666666666,1,6
CD005129,0,1,"There was no significant difference in the risk for CMV disease (16 studies, 770 patients: RR 0.80, 95% CI 0.61 to 1.05), CMV infection (14 studies, 775 patients: RR 0.94, 95% CI 0.80 to 1.10) or all-cause mortality (8 studies, 502 patients: RR 0.57, 95% CI 0.32 to 1.03) with IgG compared with placebo/no treatment.",rephrase,['This review shows that IgG did not reduce the risk of CMV disease or all-cause mortality compared with placebo or no treatment.'],1,0.3333333333333333,2,6
CD005129,0,2,"However IgG significantly reduced the risk of death from CMV disease (6 studies, 346 patients: RR 0.33, 95% CI 0.14 to 0.80).",rephrase,['The combination of IgG with antiviral medications (aciclovir or ganciclovir) were not more effective than antiviral medications alone in reducing the risk of CMV disease or all-cause mortality.'],2,0.5,3,6
CD005129,0,3,"There was no difference in the risk for CMV disease (4 studies, 298 patients: RR 1.17, 95% CI 0.74 to 1.86), CMV infection (4 studies, 298 patients: RR 1.16, 95% CI 0.89 to 1.52) or all-cause mortality (2 studies, 217 patients: RR 0.92, 95% CI 0.37 to 2.29) between antiviral medication combined with IgG and antiviral medication alone.",delete,[],3,0.6666666666666666,4,6
CD005129,0,4,There was no significant difference in the risk of CMV disease with anti CMV vaccine or interferon compared with placebo or no treatment.,split,"['This review looked at the benefits and harms of IgG, anti CMV vaccines and interferon to prevent CMV disease in solid organ transplant recipients.', 'Anti CMV vaccines and interferon did not reduce the risk of CMV disease compared with placebo or no treatment.']",3,0.8333333333333334,5,6
CD005129,1,5,Currently there are no indications for IgG in the prophylaxis of CMV disease in recipients of solid organ transplants.,ignore,['Currently there are no indications for IgG in the prevention of CMV disease in recipients of solid organ transplants.'],5,1.0,5,6
CD010472,0,0,"Eight studies met our inclusion criteria, of which seven were full-length journal articles and one was a conference abstract.",rephrase,['We found eight studies that met our inclusion criteria.'],0,0.05,1,20
CD010472,0,1,"The eight studies included 961 participants with glaucoma, and compared two types of devices implanted during trabeculectomy versus standard trabeculectomy.",rephrase,['These studies included 961 people with glaucoma and compared one of two types of device implanted during trabeculectomy versus standard trabeculectomy.'],1,0.1,1,20
CD010472,0,2,"Seven studies (462 eyes, 434 participants) used the Ex-PRESS, and one study (527 eyes, 527 participants) used the PreserFlo MicroShunt.",rephrase,"['Seven studies used the Ex-PRESS (434 participants), and one study used the PreserFlo MicroShunt (527 participants).']",2,0.15,1,20
CD010472,0,3,No studies using the XEN Gel Stent implantation met our criteria.,rephrase,['We found no studies using the XEN Gel Stent that met our criteria.'],3,0.2,1,20
CD010472,0,4,"The studies were conducted in North America, Europe, and Africa.",ignore,"['These studies were conducted in North America, Europe, and Africa.']",4,0.25,2,20
CD010472,0,5,Planned follow-up periods ranged from six months to five years.,ignore,['Planned follow-up periods ranged from six months to five years.'],5,0.3,2,20
CD010472,0,6,"The studies were reported poorly, which limited our ability to judge risk of bias for many domains.",delete,[],6,0.35,2,20
CD010472,0,7,None of the studies explicitly masked outcome assessment.,delete,[],6,0.4,2,20
CD010472,0,8,We rated seven studies at high risk of detection bias.,delete,[],6,0.45,3,20
CD010472,1,9,"Low-certainty of evidence from five studies showed that using the Ex-PRESS plus trabeculectomy compared with standard trabeculectomy may be associated with a slightly lower IOP at one year (mean difference (MD) −1.76 mmHg, 95% confidence interval (CI) −2.81 to −0.70; 213 eyes).",rephrase,['Five studies found that using the Ex-PRESS shunt during trabeculectomy may slightly reduce eye pressure by about 1.76 mmHg more than standard trabeculectomy.'],6,0.5,3,20
CD010472,1,10,"Moderate-certainty of evidence from one study showed that using the PreserFlo MicroShunt may be associated with a slightly higher IOP than standard trabeculectomy at one year (MD 3.20 mmHg, 95% CI 2.29 to 4.11).",rephrase,['Another study showed that using the PreserFlo MicroShunt may be associated with a slightly higher eye pressure by 3.20 mmHg than standard trabeculectomy.'],7,0.55,3,20
CD010472,1,11,"Participants who received standard trabeculectomy may have a higher risk of hypotony compared with those who received device-modified trabeculectomy, but the evidence is uncertain (RR 0.73, 95% CI 0.46 to 1.17; I² = 38%; P = 0.14).",delete,[],8,0.6,3,20
CD010472,1,12,"In the subgroup of participants who received the PreserFlo MicroShunt, there was a lower risk of developing hypotony or shallow anterior chamber compared with those receiving standard trabeculectomy (RR 0.44, 95% CI 0.25 to 0.79; 526 eyes).",delete,[],8,0.65,4,20
CD010472,1,13,"Device-modified trabeculectomy may lead to less subsequent cataract surgery within one year (RR 0.46, 95% CI 0.27 to 0.80; I² = 0%).",delete,[],8,0.7,4,20
CD010472,2,14,"Use of an Ex-PRESS plus trabeculectomy may produce greater IOP reduction at one-year follow-up than standard trabeculectomy; however, due to potential biases and imprecision in effect estimates, the certainty of evidence is low.",delete,[],8,0.75,4,20
CD010472,2,15,PreserFlo MicroShunt may be inferior to standard trabeculectomy in lowering IOP.,rephrase,['Use of PreserFlo MicroShunt reduces the risk of developing abnormally low eye pressure by about 50% compared with standard trabeculectomy.'],8,0.8,4,20
CD010472,2,16,"However, PreserFlo MicroShunt may prevent postoperative hypotony and bleb leakage.",delete,[],9,0.85,5,20
CD010472,2,17,"Overall, device-modified trabeculectomy appears associated with a lower risk of cataract surgery within five years compared with standard trabeculectomy.",rephrase,['Five studies found that the use of either device may lower the risk of subsequent cataract surgery (replacing a cloudy lens within the eye).'],9,0.9,5,20
CD010472,2,18,"Due to various limitations in the design and conduct of the included studies, the applicability of this evidence synthesis to other populations or settings is uncertain.",delete,[],10,0.95,5,20
CD010472,2,19,"Further research is needed to determine the effectiveness and safety of other devices in subgroup populations, such as people with different types of glaucoma, of various races and ethnicity, and with different lens types (e.g. phakic, pseudophakic).",delete,[],10,1.0,5,20
CD003216,0,0,We included 33 RCTs with 7920 participants.,rephrase,['We found 33 studies that involved 7920 people.'],0,0.045454545454545456,1,22
CD003216,0,1,Data for meta-analysis were available from 6993 participants.,delete,[],1,0.09090909090909091,1,22
CD003216,1,2,"Pressure ulcer prevention
Eleven studies (with 12 arms) compared six types of nutritional interventions for the prevention of pressure ulcers.",rephrase,['Eleven studies looked at the effects of nutritional interventions on preventing pressure ulcers and 24 studies evaluated nutritional interventions for treating pressure ulcers.'],1,0.13636363636363635,1,22
CD003216,2,3,"Compared to standard diet, energy, protein and micronutrient supplements may result in little to no difference in the proportion of participants developing a pressure ulcer (energy, protein and micronutrient supplements 248 per 1000, standard diet 269 per 1000; RR 0.92, 95% CI 0.71 to 1.19; 3 studies, 1634 participants; low-certainty evidence).",rephrase,"['• Energy, protein and micronutrient supplements may make little to no difference to the development of a pressure ulcer (3 studies, 1634 people).']",2,0.18181818181818182,1,22
CD003216,3,4,"Compared to standard diet, protein supplements may result in little to no difference in pressure ulcer incidence (protein 21 per 1000, standard diet 28 per 1000; RR 0.75, 95% CI 0.49 to 1.14; 4 studies, 4264 participants; low-certainty evidence).",rephrase,"['• A protein supplement may make little to no difference in pressure ulcer development (4 studies, 4264 people).']",3,0.22727272727272727,2,22
CD003216,3,5,"The evidence is very uncertain about the gastrointestinal side effects of these supplements (protein 109 per 1000, standard diet 155 per 1000; RR 0.70, 95% CI 0.06 to 7.96; 2 studies, 140 participants, very low-certainty evidence).",delete,[],4,0.2727272727272727,2,22
CD003216,4,6,"The evidence is very uncertain about the effects of protein, arginine, zinc and antioxidants; L-carnitine, L-leucine, calcium, magnesium and vitamin D; EPA, GLA and antioxidants; disease-specific supplements on pressure ulcer incidence when compared to standard diet (1 study each; very low-certainty evidence for all comparisons).",delete,[],4,0.3181818181818182,2,22
CD003216,5,7,"Pressure ulcer treatment
Twenty-four studies (with 27 arms) compared 10 types of nutritional interventions or supplements for treatment of pressure ulcers.",delete,[],4,0.36363636363636365,2,22
CD003216,6,8,"Compared to standard diet, energy, protein and micronutrient supplements may slightly increase the number of healed pressure ulcers (energy, protein and micronutrients 366 per 1000, standard diet 253 per 1000; RR 1.45, 95% CI 1.14 to 1.85; 3 studies, 577 participants, low-certainty evidence).",rephrase,"['• Energy, protein and micronutrient supplements may increase the number of people whose pressure ulcers healed, but we are very uncertain about this result (3 studies, 577 people).']",4,0.4090909090909091,3,22
CD003216,6,9,The evidence is very uncertain about the effect of these supplements on gastrointestinal side effects.,rephrase,['It is unclear if the protein supplement causes any unwanted effects.'],5,0.45454545454545453,3,22
CD003216,7,10,"Compared to standard diet, the evidence is very uncertain about the effect of protein, arginine, zinc and antioxidant supplements on pressure ulcer healing (pressure ulcer area: mean difference (MD) 2 cm² smaller, 95% CI 4.54 smaller to 0.53 larger; 2 studies, 71 participants, very low-certainty evidence).",rephrase,"['• Compared to a standard diet, we are uncertain whether protein, arginine, zinc and antioxidant supplements improve the healing of pressure ulcers, (2 studies, 71 people).']",6,0.5,3,22
CD003216,7,11,The evidence on side effects of these supplements is very uncertain.,rephrase,"['We do not know if protein, arginine, zinc and antioxidant supplements cause any unwanted effects.']",7,0.5454545454545454,3,22
CD003216,8,12,"Compared to standard diet, supplements with arginine and micronutrients may not increase the number of healed pressure ulcers, but the evidence suggests a slight reduction in pressure ulcer area (MD 15.8% lower, 95% CI 25.11 lower to 6.48 lower; 2 studies, 231 participants, low-certainty evidence).",rephrase,"['• Arginine and micronutrient supplements may not increase the number of pressure ulcers healed, but they may slightly increase pressure ulcer healing (2 studies, 231 people).']",8,0.5909090909090909,3,22
CD003216,8,13,"The evidence is very uncertain about changes in pressure ulcer scores, acceptability, and side effects of these supplements.",rephrase,['It is unclear if the intervention has an effect on acceptability and unwanted effects.'],9,0.6363636363636364,4,22
CD003216,9,14,"Compared to placebo, collagen supplements probably improve the mean change in pressure ulcer area (MD 1.81 cm² smaller, 95% CI 3.36 smaller to 0.26 smaller; 1 study, 74 participants, moderate-certainty evidence).",rephrase,"['• Collagen supplements probably increase pressure ulcer healing (1 study, 74 people).']",10,0.6818181818181818,4,22
CD003216,9,15,The evidence is very uncertain about the effect of these supplements on side effects.,rephrase,"['The intervention may increase unwanted effects, but we are very uncertain about this result.']",11,0.7272727272727273,4,22
CD003216,10,16,"The evidence is very uncertain about the effects of vitamin C, different doses of arginine; EPA, GLA (special dietary fatty acids) and antioxidants; protein; a specialized amino acid mixture; ornithine alpha-ketoglutarate and zinc supplements on pressure ulcer healing (1 or 2 studies each; very low-certainty evidence).",delete,[],12,0.7727272727272727,4,22
CD003216,11,17,The benefits of nutritional interventions with various compositions for pressure ulcer prevention and treatment are uncertain.,rephrase,['We wanted to know whether nutritional interventions help to prevent people developing pressure ulcers and to promote the healing of existing pressure ulcers.'],12,0.8181818181818182,5,22
CD003216,11,18,There may be little or no difference compared to standard nutrition or placebo.,rephrase,"['We searched for studies that investigated any form of nutritional intervention compared with a normal diet, placebo (dummy medicine) or another type of nutritional intervention.']",13,0.8636363636363636,5,22
CD003216,11,19,"Nutritional supplements may not increase gastrointestinal side effects, but the evidence is very uncertain.",delete,[],14,0.9090909090909091,5,22
CD003216,11,20,Larger studies with similar nutrient compositions would reduce these uncertainties.,delete,[],14,0.9545454545454546,5,22
CD003216,11,21,"No study investigated the effects of special diets (e.g. protein-enriched diet, vegetarian diet) on pressure ulcer incidence and healing.",delete,[],14,1.0,5,22
CD002213,0,0,"This update located nine new studies, which were added to the six studies from our last update in 2008.",merge,"['These studies were added to the six that we found the last time we updated the review, bringing the total to 15 studies.']",0,0.125,1,8
CD002213,0,1,"This review now includes 15 studies (eight RCTs, five CBA and two ITS studies).",none,[],0,0.25,2,8
CD002213,0,2,All of these studies measured the effectiveness of IPE interventions compared to no educational intervention.,split,"['All 15 studies compared outcomes following an IPE intervention to outcomes, either in similar clinical settings that did not receive the IPE intervention, or in the same clinical setting before the intervention was made.', 'Because no studies compared an interprofessional intervention to a profession-specific intervention, our understanding of interprofessional interventions is limited.', 'The small number of studies included in this review, and their varied nature, limit our understanding of the key components of IPE and its effectiveness.']",1,0.375,2,8
CD002213,0,3,"Seven studies indicated that IPE produced positive outcomes in the following areas: diabetes care, emergency department culture and patient satisfaction; collaborative team behaviour and reduction of clinical error rates for emergency department teams; collaborative team behaviour in operating rooms; management of care delivered in cases of domestic violence; and mental health practitioner competencies related to the delivery of patient care.",merge,[],4,0.5,3,8
CD002213,0,4,"In addition, four of the studies reported mixed outcomes (positive and neutral) and four studies reported that the IPE interventions had no impact on either professional practice or patient care.",none,"['Seven of these studies reported positive outcomes for healthcare processes or patient outcomes, or both, four studies reported mixed outcomes (positive and neutral) and four reported no effects of IPE.']",4,0.625,4,8
CD002213,1,5,This updated review reports on 15 studies that met the inclusion criteria (nine studies from this update and six studies from the 2008 update).,rephrase,['Nine studies met the inclusion criteria for the review.'],5,0.75,4,8
CD002213,1,6,"Although these studies reported some positive outcomes, due to the small number of studies and the heterogeneity of interventions and outcome measures, it is not possible to draw generalisable inferences about the key elements of IPE and its effectiveness.",delete,[],6,0.875,5,8
CD002213,1,7,"To improve the quality of evidence relating to IPE and patient outcomes or healthcare process outcomes, the following three gaps will need to be filled: first, studies that assess the effectiveness of IPE interventions compared to separate, profession-specific interventions; second, RCT, CBA or ITS studies with qualitative strands examining processes relating to the IPE and practice changes; third, cost-benefit analyses.",rephrase,"['In particular, these should include: first, studies that assess the effectiveness of IPE interventions compared to separate, profession-specific interventions; second, RCT, CBA or ITS studies with qualitative strands examining processes relating to the IPE and practice changes; third, cost-benefit analyses.']",6,1.0,5,8
CD012103,0,0,We included a total of 27 reviews in this overview.,split,"['We found a total of 27 Cochrane ART reviews of high quality that could be included for this overview.', 'We did not include reviews of intrauterine insemination and ovulation induction.']",0,0.045454545454545456,1,22
CD012103,0,1,"The reviews were generally of high quality according to AMSTAR ratings, and included studies provided evidence that ranged from very low to high in quality.",delete,[],2,0.09090909090909091,1,22
CD012103,0,2,Ten reviews had not been updated in the past three years.,rephrase,"['Of the 27 reviews included in this overview, 10 reviews had not been updated in the past three years.']",2,0.13636363636363635,1,22
CD012103,0,3,"Seven reviews described interventions that provided a beneficial effect in reducing OHSS rates, and we categorised one additional review as 'promising'.",ignore,"[""Seven reviews described interventions that provided a beneficial effect in reducing OHSS rates, and we categorised one additional review as 'promising'.""]",3,0.18181818181818182,1,22
CD012103,0,4,"Of the effective interventions, all except one had no detrimental effect on pregnancy outcomes.",ignore,"['Of the effective interventions, all except one had no detrimental effect on pregnancy outcomes.']",4,0.22727272727272727,2,22
CD012103,1,5,Evidence of at least moderate quality indicates that clinicians should consider the following interventions in ART cycles to reduce OHSS rates.,ignore,['Evidence of at least moderate quality evidence indicates that clinicians should consider the following interventions in ART cycles to reduce OHSS rates.'],5,0.2727272727272727,2,22
CD012103,2,6,• Metformin treatment before and during an ART cycle for women with PCOS (moderate-quality evidence).,ignore,['• Metformin treatment before and during an ART cycle in women with PCOS (moderate-quality evidence).'],6,0.3181818181818182,2,22
